source_timestamp_ms,received_timestamp_ms,log_timestamp_ms,symbol,side,price,volume,latency_ms,total_quotes
1753364870868,1753364870868,1753364870868,GBPUSD,ask,1.35468,30000.0,0.000,14
1753364870868,1753364870868,1753364870868,GBPUSD,ask,1.35478,100000.0,0.000,14
1753364870868,1753364870868,1753364870868,GBPUSD,ask,1.35465,10000.0,0.000,14
1753364870868,1753364870868,1753364870868,GBPUSD,ask,1.35463,5000.0,0.000,14
1753364870868,1753364870868,1753364870868,GBPUSD,ask,1.35461,1000.0,0.000,14
1753364870868,1753364870868,1753364870868,GBPUSD,ask,1.35470,50000.0,0.000,14
1753364870868,1753364870868,1753364870868,GBPUSD,ask,1.35489,200000.0,0.000,14
1753364870868,1753364870868,1753364870868,GBPUSD,bid,1.35452,50000.0,0.000,14
1753364870868,1753364870868,1753364870868,GBPUSD,bid,1.35436,200000.0,0.000,14
1753364870868,1753364870868,1753364870868,GBPUSD,bid,1.35453,30000.0,0.000,14
1753364870868,1753364870868,1753364870868,GBPUSD,bid,1.35460,1000.0,0.000,14
1753364870868,1753364870868,1753364870868,GBPUSD,bid,1.35457,10000.0,0.000,14
1753364870868,1753364870868,1753364870868,GBPUSD,bid,1.35447,100000.0,0.000,14
1753364870868,1753364870868,1753364870868,GBPUSD,bid,1.35458,5000.0,0.000,14
1753364871293,1753364871293,1753364871293,GBPUSD,ask,1.35479,100000.0,0.000,14
1753364871293,1753364871293,1753364871293,GBPUSD,ask,1.35471,50000.0,0.000,14
1753364871293,1753364871293,1753364871293,GBPUSD,ask,1.35466,10000.0,0.000,14
1753364871293,1753364871293,1753364871293,GBPUSD,ask,1.35469,30000.0,0.000,14
1753364871293,1753364871293,1753364871293,GBPUSD,ask,1.35464,5000.0,0.000,14
1753364871293,1753364871293,1753364871293,GBPUSD,ask,1.35462,1000.0,0.000,14
1753364871293,1753364871293,1753364871293,GBPUSD,ask,1.35491,200000.0,0.000,14
1753364871293,1753364871293,1753364871293,GBPUSD,bid,1.35448,100000.0,0.000,14
1753364871293,1753364871293,1753364871293,GBPUSD,bid,1.35453,50000.0,0.000,14
1753364871293,1753364871293,1753364871293,GBPUSD,bid,1.35461,1000.0,0.000,14
1753364871293,1753364871293,1753364871293,GBPUSD,bid,1.35437,200000.0,0.000,14
1753364871293,1753364871293,1753364871293,GBPUSD,bid,1.35459,5000.0,0.000,14
1753364871293,1753364871293,1753364871293,GBPUSD,bid,1.35458,10000.0,0.000,14
1753364871293,1753364871293,1753364871293,GBPUSD,bid,1.35454,30000.0,0.000,14
1753364871687,1753364871687,1753364871687,GBPUSD,ask,1.35466,10000.0,0.000,14
1753364871687,1753364871687,1753364871687,GBPUSD,ask,1.35469,30000.0,0.000,14
1753364871687,1753364871687,1753364871687,GBPUSD,ask,1.35464,5000.0,0.000,14
1753364871687,1753364871687,1753364871687,GBPUSD,ask,1.35462,1000.0,0.000,14
1753364871687,1753364871687,1753364871687,GBPUSD,ask,1.35491,200000.0,0.000,14
1753364871687,1753364871687,1753364871687,GBPUSD,bid,1.35461,1000.0,0.000,14
1753364871687,1753364871687,1753364871687,GBPUSD,bid,1.35459,5000.0,0.000,14
1753364871687,1753364871687,1753364871687,GBPUSD,bid,1.35454,30000.0,0.000,14
1753364871687,1753364871687,1753364871687,GBPUSD,ask,1.35472,50000.0,0.000,14
1753364871687,1753364871687,1753364871687,GBPUSD,ask,1.35480,100000.0,0.000,14
1753364871687,1753364871687,1753364871687,GBPUSD,bid,1.35447,100000.0,0.000,14
1753364871687,1753364871687,1753364871687,GBPUSD,bid,1.35452,50000.0,0.000,14
1753364871687,1753364871687,1753364871687,GBPUSD,bid,1.35457,10000.0,0.000,14
1753364871687,1753364871687,1753364871687,GBPUSD,bid,1.35436,200000.0,0.000,14
1753364871897,1753364871897,1753364871897,GBPUSD,bid,1.35447,100000.0,0.000,14
1753364871897,1753364871897,1753364871897,GBPUSD,bid,1.35452,50000.0,0.000,14
1753364871897,1753364871897,1753364871897,GBPUSD,bid,1.35457,10000.0,0.000,14
1753364871897,1753364871897,1753364871897,GBPUSD,bid,1.35436,200000.0,0.000,14
1753364871897,1753364871897,1753364871897,GBPUSD,ask,1.35461,1000.0,0.000,14
1753364871897,1753364871897,1753364871897,GBPUSD,ask,1.35463,5000.0,0.000,14
1753364871897,1753364871897,1753364871897,GBPUSD,ask,1.35468,30000.0,0.000,14
1753364871897,1753364871897,1753364871897,GBPUSD,ask,1.35470,50000.0,0.000,14
1753364871897,1753364871897,1753364871897,GBPUSD,ask,1.35477,100000.0,0.000,14
1753364871897,1753364871897,1753364871897,GBPUSD,ask,1.35488,200000.0,0.000,14
1753364871897,1753364871897,1753364871897,GBPUSD,ask,1.35465,10000.0,0.000,14
1753364871897,1753364871897,1753364871897,GBPUSD,bid,1.35460,1000.0,0.000,14
1753364871897,1753364871897,1753364871897,GBPUSD,bid,1.35458,5000.0,0.000,14
1753364871897,1753364871897,1753364871897,GBPUSD,bid,1.35453,30000.0,0.000,14
1753364872086,1753364872086,1753364872086,GBPUSD,bid,1.35447,100000.0,0.000,14
1753364872086,1753364872086,1753364872086,GBPUSD,bid,1.35452,50000.0,0.000,14
1753364872086,1753364872086,1753364872086,GBPUSD,bid,1.35457,10000.0,0.000,14
1753364872086,1753364872086,1753364872086,GBPUSD,ask,1.35461,1000.0,0.000,14
1753364872086,1753364872086,1753364872086,GBPUSD,ask,1.35463,5000.0,0.000,14
1753364872086,1753364872086,1753364872086,GBPUSD,ask,1.35468,30000.0,0.000,14
1753364872086,1753364872086,1753364872086,GBPUSD,ask,1.35470,50000.0,0.000,14
1753364872086,1753364872086,1753364872086,GBPUSD,ask,1.35477,100000.0,0.000,14
1753364872086,1753364872086,1753364872086,GBPUSD,ask,1.35488,200000.0,0.000,14
1753364872086,1753364872086,1753364872086,GBPUSD,ask,1.35465,10000.0,0.000,14
1753364872086,1753364872086,1753364872086,GBPUSD,bid,1.35460,1000.0,0.000,14
1753364872086,1753364872086,1753364872086,GBPUSD,bid,1.35458,5000.0,0.000,14
1753364872086,1753364872086,1753364872086,GBPUSD,bid,1.35453,30000.0,0.000,14
1753364872086,1753364872086,1753364872086,GBPUSD,bid,1.35437,200000.0,0.000,14
1753364872697,1753364872697,1753364872697,GBPUSD,ask,1.35469,50000.0,0.000,14
1753364872697,1753364872697,1753364872697,GBPUSD,ask,1.35464,10000.0,0.000,14
1753364872697,1753364872697,1753364872697,GBPUSD,ask,1.35487,200000.0,0.000,14
1753364872697,1753364872697,1753364872697,GBPUSD,ask,1.35467,30000.0,0.000,14
1753364872697,1753364872697,1753364872697,GBPUSD,ask,1.35462,5000.0,0.000,14
1753364872697,1753364872697,1753364872697,GBPUSD,ask,1.35476,100000.0,0.000,14
1753364872697,1753364872697,1753364872697,GBPUSD,ask,1.35460,1000.0,0.000,14
1753364872697,1753364872697,1753364872697,GBPUSD,bid,1.35456,10000.0,0.000,14
1753364872697,1753364872697,1753364872697,GBPUSD,bid,1.35452,30000.0,0.000,14
1753364872697,1753364872697,1753364872697,GBPUSD,bid,1.35459,1000.0,0.000,14
1753364872697,1753364872697,1753364872697,GBPUSD,bid,1.35435,200000.0,0.000,14
1753364872697,1753364872697,1753364872697,GBPUSD,bid,1.35446,100000.0,0.000,14
1753364872697,1753364872697,1753364872697,GBPUSD,bid,1.35451,50000.0,0.000,14
1753364872697,1753364872697,1753364872697,GBPUSD,bid,1.35457,5000.0,0.000,14
1753364872885,1753364872885,1753364872885,GBPUSD,ask,1.35469,50000.0,0.000,14
1753364872885,1753364872885,1753364872885,GBPUSD,ask,1.35464,10000.0,0.000,14
1753364872885,1753364872885,1753364872885,GBPUSD,ask,1.35467,30000.0,0.000,14
1753364872885,1753364872885,1753364872885,GBPUSD,ask,1.35462,5000.0,0.000,14
1753364872885,1753364872885,1753364872885,GBPUSD,ask,1.35476,100000.0,0.000,14
1753364872885,1753364872885,1753364872885,GBPUSD,ask,1.35460,1000.0,0.000,14
1753364872885,1753364872885,1753364872885,GBPUSD,bid,1.35456,10000.0,0.000,14
1753364872885,1753364872885,1753364872885,GBPUSD,bid,1.35452,30000.0,0.000,14
1753364872885,1753364872885,1753364872885,GBPUSD,bid,1.35459,1000.0,0.000,14
1753364872885,1753364872885,1753364872885,GBPUSD,bid,1.35446,100000.0,0.000,14
1753364872885,1753364872885,1753364872885,GBPUSD,bid,1.35451,50000.0,0.000,14
1753364872885,1753364872885,1753364872885,GBPUSD,bid,1.35457,5000.0,0.000,14
1753364872885,1753364872885,1753364872885,GBPUSD,ask,1.35488,200000.0,0.000,14
1753364872885,1753364872885,1753364872885,GBPUSD,bid,1.35436,200000.0,0.000,14
1753364873042,1753364873042,1753364873042,GBPUSD,ask,1.35469,50000.0,0.000,14
1753364873042,1753364873042,1753364873042,GBPUSD,ask,1.35464,10000.0,0.000,14
1753364873042,1753364873042,1753364873042,GBPUSD,ask,1.35467,30000.0,0.000,14
1753364873042,1753364873042,1753364873042,GBPUSD,ask,1.35462,5000.0,0.000,14
1753364873042,1753364873042,1753364873042,GBPUSD,ask,1.35460,1000.0,0.000,14
1753364873042,1753364873042,1753364873042,GBPUSD,bid,1.35456,10000.0,0.000,14
1753364873042,1753364873042,1753364873042,GBPUSD,bid,1.35452,30000.0,0.000,14
1753364873042,1753364873042,1753364873042,GBPUSD,bid,1.35459,1000.0,0.000,14
1753364873042,1753364873042,1753364873042,GBPUSD,bid,1.35446,100000.0,0.000,14
1753364873042,1753364873042,1753364873042,GBPUSD,bid,1.35451,50000.0,0.000,14
1753364873042,1753364873042,1753364873042,GBPUSD,bid,1.35457,5000.0,0.000,14
1753364873042,1753364873042,1753364873042,GBPUSD,ask,1.35488,200000.0,0.000,14
1753364873042,1753364873042,1753364873042,GBPUSD,ask,1.35477,100000.0,0.000,14
1753364873042,1753364873042,1753364873042,GBPUSD,bid,1.35435,200000.0,0.000,14
1753364873285,1753364873285,1753364873286,GBPUSD,ask,1.35469,50000.0,1.000,14
1753364873285,1753364873285,1753364873286,GBPUSD,ask,1.35464,10000.0,1.000,14
1753364873285,1753364873285,1753364873286,GBPUSD,ask,1.35467,30000.0,1.000,14
1753364873285,1753364873285,1753364873286,GBPUSD,ask,1.35462,5000.0,1.000,14
1753364873285,1753364873285,1753364873286,GBPUSD,ask,1.35460,1000.0,1.000,14
1753364873285,1753364873285,1753364873286,GBPUSD,bid,1.35456,10000.0,1.000,14
1753364873285,1753364873285,1753364873286,GBPUSD,bid,1.35459,1000.0,1.000,14
1753364873285,1753364873285,1753364873286,GBPUSD,bid,1.35451,50000.0,1.000,14
1753364873285,1753364873285,1753364873286,GBPUSD,bid,1.35457,5000.0,1.000,14
1753364873285,1753364873285,1753364873286,GBPUSD,ask,1.35476,100000.0,1.000,14
1753364873285,1753364873285,1753364873286,GBPUSD,ask,1.35487,200000.0,1.000,14
1753364873285,1753364873285,1753364873286,GBPUSD,bid,1.35447,100000.0,1.000,14
