source_timestamp_ms,received_timestamp_ms,log_timestamp_ms,symbol,price,bid,ask,spread,latency_ms,direction,previous_price
1753273680653,1753273680699,1753273680699,GBPUSD,1.35340,1.35340,1.35341,0.00001,46.000,-1,1.35341
1753273681438,1753273681494,1753273681494,GBPUSD,1.35342,1.35342,1.35343,0.00001,56.000,1,1.35340
1753273681840,1753273681892,1753273681892,GBPUSD,1.35340,1.35340,1.35341,0.00001,52.000,-1,1.35342
1753273682237,1753273682291,1753273682291,GBPUSD,1.35339,1.35339,1.35340,0.00001,54.000,-1,1.35340
1753273683039,1753273683084,1753273683084,GBPUSD,1.35338,1.35338,1.35339,0.00001,45.000,-1,1.35339
1753273684239,1753273684283,1753273684283,GBPUSD,1.35339,1.35339,1.35340,0.00001,44.000,1,1.35338
1753273685240,1753273685299,1753273685299,GBPUSD,1.35338,1.35338,1.35339,0.00001,59.000,-1,1.35339
1753273688837,1753273688883,1753273688883,GBPUSD,1.35339,1.35339,1.35340,0.00001,46.000,1,1.35338
1753273693442,1753273693517,1753273693517,GBPUSD,1.35338,1.35338,1.35339,0.00001,75.000,-1,1.35339
1753273696836,1753273696886,1753273696886,GBPUSD,1.35337,1.35337,1.35338,0.00001,50.000,-1,1.35338
1753273698238,1753273698298,1753273698298,GBPUSD,1.35338,1.35338,1.35339,0.00001,60.000,1,1.35337
1753273703236,1753273703278,1753273703278,GBPUSD,1.35339,1.35339,1.35340,0.00001,42.000,1,1.35338
1753273704037,1753273704123,1753273704123,GBPUSD,1.35338,1.35338,1.35339,0.00001,86.000,-1,1.35339
1753273705438,1753273705481,1753273705481,GBPUSD,1.35339,1.35339,1.35340,0.00001,43.000,1,1.35338
1753273713237,1753273713284,1753273713284,GBPUSD,1.35338,1.35338,1.35339,0.00001,47.000,-1,1.35339
1753273715034,1753273715080,1753273715080,GBPUSD,1.35337,1.35337,1.35338,0.00001,46.000,-1,1.35338
1753273715241,1753273715294,1753273715294,GBPUSD,1.35338,1.35338,1.35339,0.00001,53.000,1,1.35337
1753273716040,1753273716083,1753273716083,GBPUSD,1.35347,1.35347,1.35348,0.00001,43.000,1,1.35338
1753273716236,1753273716292,1753273716292,GBPUSD,1.35348,1.35348,1.35349,0.00001,56.000,1,1.35347
1753273717444,1753273717493,1753273717493,GBPUSD,1.35349,1.35349,1.35350,0.00001,49.000,1,1.35348
1753273718239,1753273718286,1753273718286,GBPUSD,1.35348,1.35348,1.35349,0.00001,47.000,-1,1.35349
1753273719236,1753273719286,1753273719286,GBPUSD,1.35344,1.35344,1.35345,0.00001,50.000,-1,1.35348
1753273719451,1753273719496,1753273719496,GBPUSD,1.35343,1.35343,1.35344,0.00001,45.000,-1,1.35344
1753273720446,1753273720521,1753273720521,GBPUSD,1.35344,1.35344,1.35345,0.00001,75.000,1,1.35343
1753273720636,1753273720686,1753273720686,GBPUSD,1.35347,1.35347,1.35348,0.00001,50.000,1,1.35344
1753273721238,1753273721285,1753273721285,GBPUSD,1.35348,1.35348,1.35349,0.00001,47.000,1,1.35347
1753273722236,1753273722281,1753273722281,GBPUSD,1.35347,1.35347,1.35350,0.00003,45.000,-1,1.35348
1753273723244,1753273723291,1753273723291,GBPUSD,1.35349,1.35349,1.35351,0.00002,47.000,1,1.35347
1753273725440,1753273725494,1753273725494,GBPUSD,1.35350,1.35350,1.35352,0.00002,54.000,1,1.35349
1753273725641,1753273725692,1753273725692,GBPUSD,1.35351,1.35351,1.35353,0.00002,51.000,1,1.35350
1753273726237,1753273726289,1753273726289,GBPUSD,1.35352,1.35352,1.35354,0.00002,52.000,1,1.35351
1753273726438,1753273726484,1753273726484,GBPUSD,1.35354,1.35354,1.35356,0.00002,46.000,1,1.35352
1753273726841,1753273726887,1753273726887,GBPUSD,1.35353,1.35353,1.35355,0.00002,46.000,-1,1.35354
1753273727240,1753273727292,1753273727292,GBPUSD,1.35354,1.35354,1.35356,0.00002,52.000,1,1.35353
1753273732041,1753273732096,1753273732097,GBPUSD,1.35357,1.35357,1.35359,0.00002,55.000,1,1.35354
1753273732238,1753273732288,1753273732288,GBPUSD,1.35358,0.00000,1.35358,0.00000,50.000,1,1.35357
1753273732647,1753273732700,1753273732700,GBPUSD,1.35358,1.35358,1.35359,0.00001,53.000,0,1.35358
1753273733233,1753273733276,1753273733276,GBPUSD,1.35360,0.00000,1.35360,0.00000,43.000,1,1.35358
1753273733435,1753273733480,1753273733480,GBPUSD,1.35357,1.35357,1.35359,0.00002,45.000,-1,1.35360
1753273734239,1753273734288,1753273734288,GBPUSD,1.35358,1.35358,0.00000,0.00000,49.000,1,1.35357
1753273740836,1753273740882,1753273740882,GBPUSD,1.35359,1.35359,1.35360,0.00001,46.000,1,1.35358
1753273741243,1753273741296,1753273741296,GBPUSD,1.35355,1.35355,1.35356,0.00001,53.000,-1,1.35359
1753273741840,1753273741887,1753273741887,GBPUSD,1.35354,1.35354,1.35355,0.00001,47.000,-1,1.35355
1753273745438,1753273745493,1753273745493,GBPUSD,1.35355,1.35355,1.35356,0.00001,55.000,1,1.35354
1753273746441,1753273746487,1753273746487,GBPUSD,1.35354,1.35354,1.35355,0.00001,46.000,-1,1.35355
1753273754242,1753273754290,1753273754290,GBPUSD,1.35353,1.35353,1.35354,0.00001,48.000,-1,1.35354
1753273755240,1753273755284,1753273755284,GBPUSD,1.35354,1.35354,1.35355,0.00001,44.000,1,1.35353
1753273759240,1753273759284,1753273759284,GBPUSD,1.35351,1.35351,1.35352,0.00001,44.000,-1,1.35354
1753273759438,1753273759486,1753273759486,GBPUSD,1.35352,1.35352,1.35353,0.00001,48.000,1,1.35351
1753273759837,1753273759881,1753273759881,GBPUSD,1.35351,1.35351,1.35352,0.00001,44.000,-1,1.35352
1753273760236,1753273760280,1753273760280,GBPUSD,1.35352,1.35352,1.35353,0.00001,44.000,1,1.35351
1753273762235,1753273762287,1753273762287,GBPUSD,1.35351,1.35351,1.35352,0.00001,52.000,-1,1.35352
1753273762434,1753273762481,1753273762481,GBPUSD,1.35350,1.35350,1.35351,0.00001,47.000,-1,1.35351
1753273762845,1753273762894,1753273762894,GBPUSD,1.35349,1.35349,1.35350,0.00001,49.000,-1,1.35350
1753273766444,1753273766497,1753273766497,GBPUSD,1.35351,1.35351,1.35352,0.00001,53.000,1,1.35349
1753273766838,1753273766884,1753273766885,GBPUSD,1.35352,1.35352,1.35353,0.00001,46.000,1,1.35351
1753275314640,1753275314690,1753275314690,GBPUSD,1.35396,0.00000,1.35396,0.00000,50.000,1,1.35395
1753275315239,1753275315291,1753275315291,GBPUSD,1.35397,1.35397,1.35398,0.00001,52.000,1,1.35396
1753275315438,1753275315478,1753275315478,GBPUSD,1.35398,1.35398,1.35399,0.00001,40.000,1,1.35397
1753275318437,1753275318481,1753275318481,GBPUSD,1.35397,1.35397,1.35398,0.00001,44.000,-1,1.35398
1753275319246,1753275319294,1753275319294,GBPUSD,1.35395,1.35395,1.35396,0.00001,48.000,-1,1.35397
1753275320640,1753275320686,1753275320686,GBPUSD,1.35393,1.35393,1.35394,0.00001,46.000,-1,1.35395
1753275320842,1753275320892,1753275320892,GBPUSD,1.35392,1.35392,1.35393,0.00001,50.000,-1,1.35393
1753275322237,1753275322289,1753275322289,GBPUSD,1.35396,1.35396,1.35397,0.00001,52.000,1,1.35392
1753275322440,1753275322493,1753275322493,GBPUSD,1.35397,1.35397,1.35398,0.00001,53.000,1,1.35396
1753275323242,1753275323292,1753275323292,GBPUSD,1.35398,1.35398,1.35399,0.00001,50.000,1,1.35397
1753275324240,1753275324286,1753275324286,GBPUSD,1.35399,1.35399,1.35400,0.00001,46.000,1,1.35398
1753275331234,1753275331278,1753275331278,GBPUSD,1.35398,1.35398,1.35399,0.00001,44.000,-1,1.35399
1753275334640,1753275334683,1753275334684,GBPUSD,1.35397,1.35397,1.35398,0.00001,43.000,-1,1.35398
1753275334835,1753275334877,1753275334877,GBPUSD,1.35396,1.35396,1.35397,0.00001,42.000,-1,1.35397
1753275335039,1753275335081,1753275335081,GBPUSD,1.35397,1.35397,1.35398,0.00001,42.000,1,1.35396
1753275335239,1753275335286,1753275335286,GBPUSD,1.35398,1.35398,1.35399,0.00001,47.000,1,1.35397
1753275881448,1753275881522,1753275881522,GBPUSD,1.35368,1.35368,1.35369,0.00001,74.000,1,1.35367
1753275881834,1753275881876,1753275881876,GBPUSD,1.35367,1.35367,1.35368,0.00001,42.000,-1,1.35368
1753275963646,1753275963738,1753275963738,GBPUSD,1.35331,1.35331,1.35332,0.00001,92.000,1,1.35330
1753275965237,1753275965289,1753275965289,GBPUSD,1.35332,1.35332,1.35333,0.00001,52.000,1,1.35331
1753275966640,1753275966683,1753275966683,GBPUSD,1.35333,1.35333,1.35334,0.00001,43.000,1,1.35332
1753275968040,1753275968086,1753275968086,GBPUSD,1.35332,1.35332,1.35333,0.00001,46.000,-1,1.35333
1753275969240,1753275969326,1753275969326,GBPUSD,1.35330,1.35330,1.35331,0.00001,86.000,-1,1.35332
1753275969639,1753275969695,1753275969695,GBPUSD,1.35332,0.00000,1.35332,0.00000,56.000,1,1.35330
1753275969840,1753275969899,1753275969899,GBPUSD,1.35332,1.35332,1.35334,0.00002,59.000,0,1.35332
1753275970239,1753275970288,1753275970288,GBPUSD,1.35335,1.35335,1.35337,0.00002,49.000,1,1.35332
1753275970638,1753275970682,1753275970682,GBPUSD,1.35336,0.00000,1.35336,0.00000,44.000,1,1.35335
1753275970834,1753275970892,1753275970892,GBPUSD,1.35336,1.35336,1.35337,0.00001,58.000,0,1.35336
1753275971437,1753275971521,1753275971521,GBPUSD,1.35337,1.35337,1.35338,0.00001,84.000,1,1.35336
1753275971837,1753275971892,1753275971892,GBPUSD,1.35338,1.35338,1.35339,0.00001,55.000,1,1.35337
1753275973441,1753275973493,1753275973493,GBPUSD,1.35339,1.35339,1.35340,0.00001,52.000,1,1.35338
1753275975838,1753275975888,1753275975888,GBPUSD,1.35338,1.35338,1.35339,0.00001,50.000,-1,1.35339
1753275977239,1753275977292,1753275977292,GBPUSD,1.35339,1.35339,1.35340,0.00001,53.000,1,1.35338
1753275982838,1753275982888,1753275982888,GBPUSD,1.35338,1.35338,1.35339,0.00001,50.000,-1,1.35339
1753275986038,1753275986098,1753275986098,GBPUSD,1.35337,1.35337,0.00000,0.00000,60.000,-1,1.35338
1753275987037,1753275987083,1753275987083,GBPUSD,1.35338,1.35338,0.00000,0.00000,46.000,1,1.35337
1753275988041,1753275988136,1753275988136,GBPUSD,1.35337,1.35337,1.35338,0.00001,95.000,-1,1.35338
1753275989243,1753275989296,1753275989296,GBPUSD,1.35338,1.35338,1.35339,0.00001,53.000,1,1.35337
1753275990044,1753275990091,1753275990092,GBPUSD,1.35337,1.35337,1.35338,0.00001,47.000,-1,1.35338
1753275993239,1753275993294,1753275993294,GBPUSD,1.35339,0.00000,1.35339,0.00000,55.000,1,1.35337
1753275994042,1753275994093,1753275994093,GBPUSD,1.35338,1.35338,0.00000,0.00000,51.000,-1,1.35339
1753275994637,1753275994699,1753275994699,GBPUSD,1.35340,0.00000,1.35340,0.00000,62.000,1,1.35338
1753275995237,1753275995293,1753275995293,GBPUSD,1.35339,0.00000,1.35339,0.00000,56.000,-1,1.35340
1753275995645,1753275995724,1753275995724,GBPUSD,1.35337,1.35337,1.35338,0.00001,79.000,-1,1.35339
