source_timestamp_ms,received_timestamp_ms,log_timestamp_ms,symbol,price,bid,ask,spread,latency_ms,direction,previous_price
1753273656000,1753273656056,1753273656056,EURUSD,1.17257,1.17257,1.17257,0.00000,56.000,-1,1.17258
1753273656239,1753273656292,1753273656292,EURUSD,1.17258,1.17258,1.17258,0.00000,53.000,1,1.17257
1753273660237,1753273660285,1753273660285,EURUSD,1.17259,1.17259,1.17259,0.00000,48.000,1,1.17258
1753273660436,1753273660495,1753273660495,EURUSD,1.17258,1.17258,1.17258,0.00000,59.000,-1,1.17259
1753273661237,1753273661283,1753273661283,EURUSD,1.17259,1.17259,1.17259,0.00000,46.000,1,1.17258
1753273663240,1753273663294,1753273663294,EURUSD,1.17258,1.17258,1.17258,0.00000,54.000,-1,1.17259
1753273666840,1753273666900,1753273666900,EURUSD,1.17255,1.17255,1.17255,0.00000,60.000,-1,1.17258
1753273667637,1753273667718,1753273667718,EURUSD,1.17254,1.17254,1.17254,0.00000,81.000,-1,1.17255
1753273670634,1753273670677,1753273670677,EURUSD,1.17255,0.00000,1.17255,0.00000,43.000,1,1.17254
1753273671637,1753273671686,1753273671686,EURUSD,1.17254,0.00000,1.17254,0.00000,49.000,-1,1.17255
1753273678837,1753273678883,1753273678883,EURUSD,1.17256,1.17256,1.17256,0.00000,46.000,1,1.17254
1753273679437,1753273679482,1753273679482,EURUSD,1.17255,1.17255,1.17255,0.00000,45.000,-1,1.17256
1753273680444,1753273680529,1753273680529,EURUSD,1.17252,1.17252,1.17252,0.00000,85.000,-1,1.17255
1753273680653,1753273680718,1753273680718,EURUSD,1.17253,0.00000,1.17253,0.00000,65.000,1,1.17252
1753273680839,1753273680891,1753273680891,EURUSD,1.17251,1.17251,0.00000,0.00000,52.000,-1,1.17253
1753273681441,1753273681500,1753273681500,EURUSD,1.17252,1.17252,1.17254,0.00002,59.000,1,1.17251
1753273681638,1753273681684,1753273681685,EURUSD,1.17254,1.17254,0.00000,0.00000,46.000,1,1.17252
1753273681840,1753273681897,1753273681897,EURUSD,1.17252,1.17252,1.17252,0.00000,57.000,-1,1.17254
1753273684239,1753273684288,1753273684288,EURUSD,1.17253,1.17253,1.17253,0.00000,49.000,1,1.17252
1753273687436,1753273687479,1753273687479,EURUSD,1.17254,1.17254,1.17254,0.00000,43.000,1,1.17253
1753273688437,1753273688481,1753273688481,EURUSD,1.17253,1.17253,1.17253,0.00000,44.000,-1,1.17254
1753273689238,1753273689289,1753273689289,EURUSD,1.17254,1.17254,1.17254,0.00000,51.000,1,1.17253
1753273690435,1753273690478,1753273690478,EURUSD,1.17253,1.17253,0.00000,0.00000,43.000,-1,1.17254
1753273691438,1753273691481,1753273691481,EURUSD,1.17254,1.17254,0.00000,0.00000,43.000,1,1.17253
1753273695246,1753273695363,1753273695363,EURUSD,1.17253,1.17253,1.17253,0.00000,117.000,-1,1.17254
1753273696849,1753273696899,1753273696899,EURUSD,1.17251,1.17251,1.17251,0.00000,50.000,-1,1.17253
1753273697248,1753273697294,1753273697294,EURUSD,1.17253,1.17253,1.17254,0.00001,46.000,1,1.17251
1753273698248,1753273698321,1753273698321,EURUSD,1.17251,1.17251,1.17251,0.00000,73.000,-1,1.17253
1753273701445,1753273701490,1753273701490,EURUSD,1.17252,1.17252,1.17252,0.00000,45.000,1,1.17251
1753273704636,1753273704689,1753273704689,EURUSD,1.17251,1.17251,1.17251,0.00000,53.000,-1,1.17252
1753273706639,1753273706687,1753273706687,EURUSD,1.17252,1.17252,1.17252,0.00000,48.000,1,1.17251
1753273712837,1753273712883,1753273712883,EURUSD,1.17250,1.17250,1.17250,0.00000,46.000,-1,1.17252
1753273713000,1753273713043,1753273713043,EURUSD,1.17249,1.17249,1.17249,0.00000,43.000,-1,1.17250
1753273714039,1753273714086,1753273714086,EURUSD,1.17250,1.17250,1.17250,0.00000,47.000,1,1.17249
1753273716236,1753273716281,1753273716281,EURUSD,1.17254,1.17254,1.17254,0.00000,45.000,1,1.17250
