source_timestamp_ms,received_timestamp_ms,log_timestamp_ms,symbol,price,bid,ask,spread,latency_ms,direction,previous_price
1753273655241,1753273655294,1753273655294,USDJPY,146.38800,146.38800,146.38800,0.00000,53.000,-1,146.38900
1753273656000,1753273656069,1753273656069,USDJPY,146.38900,146.38900,146.38900,0.00000,69.000,1,146.38800
1753273656239,1753273656297,1753273656297,USDJPY,146.38000,146.38000,146.38000,0.00000,58.000,-1,146.38900
1753273656640,1753273656696,1753273656696,USDJPY,146.37900,146.37900,146.37900,0.00000,56.000,-1,146.38000
1753273657234,1753273657276,1753273657276,USDJPY,146.38100,0.00000,146.38100,0.00000,42.000,1,146.37900
1753273657640,1753273657684,1753273657684,USDJPY,146.38000,146.38000,146.38200,0.00200,44.000,-1,146.38100
1753273659241,1753273659284,1753273659284,USDJPY,146.37900,146.37900,146.38100,0.00200,43.000,-1,146.38000
1753273659438,1753273659480,1753273659480,USDJPY,146.38100,146.38100,146.38300,0.00200,42.000,1,146.37900
1753273659635,1753273659679,1753273659679,USDJPY,146.38000,146.38000,146.38200,0.00200,44.000,-1,146.38100
1753273660837,1753273660880,1753273660880,USDJPY,146.38100,146.38100,146.38300,0.00200,43.000,1,146.38000
1753273662238,1753273662281,1753273662281,USDJPY,146.38000,146.38000,146.38100,0.00100,43.000,-1,146.38100
1753273662439,1753273662483,1753273662483,USDJPY,146.38200,146.38200,146.38300,0.00100,44.000,1,146.38000
1753273663237,1753273663282,1753273663282,USDJPY,146.38100,146.38100,146.38200,0.00100,45.000,-1,146.38200
1753273663437,1753273663480,1753273663480,USDJPY,146.38200,146.38200,146.38300,0.00100,43.000,1,146.38100
1753273663839,1753273663890,1753273663890,USDJPY,146.38400,146.38400,146.38500,0.00100,51.000,1,146.38200
1753273664239,1753273664296,1753273664296,USDJPY,146.38200,146.38200,146.38300,0.00100,57.000,-1,146.38400
1753273665256,1753273665314,1753273665314,USDJPY,146.38300,146.38300,0.00000,0.00000,58.000,1,146.38200
1753273666641,1753273666685,1753273666685,USDJPY,146.38400,146.38400,146.38400,0.00000,44.000,1,146.38300
1753273666840,1753273666922,1753273666922,USDJPY,146.39100,146.39100,146.39100,0.00000,82.000,1,146.38400
1753273667240,1753273667288,1753273667288,USDJPY,146.39200,146.39200,146.39200,0.00000,48.000,1,146.39100
1753273667435,1753273667481,1753273667481,USDJPY,146.39400,146.39400,146.39400,0.00000,46.000,1,146.39200
1753273667637,1753273667689,1753273667689,USDJPY,146.39300,146.39300,146.39300,0.00000,52.000,-1,146.39400
1753273668248,1753273668317,1753273668317,USDJPY,146.39100,146.39100,0.00000,0.00000,69.000,-1,146.39300
